complaint_id,complaint_text,primary_category,secondary_category,severity
6390826,"My ex husband forged my signature on a check made out to me and him jointly with an and separating the names. He deposited that check into his sole account. Chase Bank XXXX XXXX XXXX, CT let the deposit go through without verifying identification. When I came to know of this forgery, I went into the branch with my valid identification and still they have not resolved the matter.",Checking or savings account,Managing an account,1
14475442,"Company failed to provide requested information to validate debt XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/year> Dear LVNV RE : LVNV Account # XXXX {$650.00} Debt Validation Pursuant to 12 CFR 1006.34C Be Advised this is a refusal to pay, and notice to and desist all collection activities sent pursuant to the Fair Debt Collection Practices Act 12 CFR 1006.6c.

This is NOT a request for "" verification '' or proof of my mailing address, but a request for VALIDATION made pursuant to the above-named Title and Section. I respectfully request your offices provide me with competent evidence that I have any legal obligation to pay you. At this time, I will also inform you that if your offices have reported invalidated information to any of the 3 major Consumer Reporting Agencies ( XXXX XXXX, or XXXX  ) this action may constitute fraud under both Federal and State Laws.

Due to this fact, if any negative mark is found on any of my credit reports by your company or the company you represent, I will not hesitate in bringing legal action against and your client for the following : violation of the Fair Credit Reporting Act, violation of the Fair Debt Collection Practices Act. and Defamation of Character ( per se ).

If your offices are able to provide the proper documentation as requested pursuant 12 CFR 1006.34c in the following Declaration, I will require at least 30 calendar days to investigate this information, during which time all collection activity shall CEASE and DESIST.

Please provide the following : o Agreement with your client that grants you the authority to collect on this alleged debt.

o Agreement that bears the signature of the alleged debtor wherein he/she agreed to pay the creditor.

o Any insurance claims been made by any creditor regarding this account.

o Any Judgments obtained by any creditor regarding this account.

Name and address of alleged creditor.

Name on file of alleged debtor.

Alleged account number.

Address on file for alleged debtor.

Amount of alleged debt.

Date this alleged debt became payable.

Date of original charge off or delinquency.

Verification that this debt was assigned or sold to collector.

Complete accounting of alleged debt.

Commission for debt collector if collection efforts are successful.

Also, during this validation period, if any action is taken which could be considered detrimental to any of my credit reports, I will consult with my legal counsel for suit. This includes any listing of information to a credit-reporting repository that could be inaccurate or invalidated.

If your office fails to respond to this validation request within 30 calendar days of the date of your receipt, all references to this account must be deleted and completely removed from my credit file, and a copy of such deletion request shall be sent to me immediately. 

Sincerely XXXX XXXX",Debt collection,Written notification about debt,5
8787505,ID theft under FCRA and other regulations please remove these accounts : FTC AND ADDRESSES AND ID ATTACHED. POLICE REPORT ON FILE - XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX,Credit reporting or other personal consumer reports,Incorrect information on your report,1
2237954,"Wells Fargo Bank foreclosed on the home I am a tenant in. Wells Fargo gave conflicting information to me and the other tenants about whether Wells Fargo would settle with us in order for us to move out. First the bank asked us how much it would cost to get us to move, then the bank said "" everything is on hold '' because the former owner is suing the bank. Wells Fargo has repeatedly said it would send a representative to the property to discuss the foreclosure with the tenants and give us information, but it has never done so. Wells Fargo is obligated to assume payments for our utilities, which are included in our lease. However, Wells Fargo has never assumed its obligation as the new owner of our home. We have received multiple shutoff notices for the water and electricity. Wells Fargo has refused to return our calls about the utilities or the status of our tenancies. We believe Wells Fargo intends to constructively evict us by allowing the utilities to be shut off. An attorney for Wells Fargo, XXXX XXXX, sent us a confusing notice about our tenancy, but has never returned our calls.",Mortgage,"Loan modification,collection,foreclosure",3
15204670,"I am a victim of identity theft. Attached are my FTC Identity Theft Report, identity documents, and legal demand under FCRA 605B ( 15 U.S.C. 1681c-2 ). I demand the immediate deletion of all fraudulent accounts listed in my letter within 4 business days, as required by federal law. Failure to comply will result in me filing formal complaints with the CFPB, FTC, State Attorney General, and pursuing civil litigation for willful noncompliance under FCRA 616 & 617. You are legally obligated to block and permanently delete this information. Any refusal, failure, or delay will be treated as intentional violation of my consumer rights, exposing XXXX  to statutory, actual, and punitive damages, including attorney 's fees. I expect written confirmation once deletions are complete",Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,5
7368499,"I have tried and tried i have given Experian the proof to correct my consumer report, experian has been violating my consumer rights day in day out. i have asked for REAL VERIFICATION DEMANDED THAT THEY SUBSTANTIATE THEIR CLAIM TO VERIFICATION OF ACCURATE REPORTING BY PROVIDING ME WITH NO REAL DOCUMENTATION TO BACK UP THEIR INVESTIGATION. EXPERIAN JUST TELLS ME THAT THEY INVESTIGted, but no proof is given to me.. PLEASE HELP ME CFPB, PLEASE HELP ME WITH EXPERIAN.THEY LOVE VIOLATING FCRA LAW","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,1
3668773,"I recently looked at my credit report and noticed some things that I believe to be wrong. 
I reached out to the credit bureaus to do an investigation on my report. I sent a XXXX letter in on XX/XX/XXXX and never heard anything back. So I sent a 30 day comply on XX/XX/XXXX and I've yet to get any feedback on my investigation.","Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,1
10859686,"I filed a dispute for incorrect information on my credit report. I received an email from the credit bureau stating that they are assuming the disputes are coming from a 3rd party. They in fact did not come from a 3rd party. l even called them to verify it was me and they still refused to process my disputes. I wasted money on mailing my disputes out. I sent personal information to verify my identity through mail, just for them to not thoroughly investigate.",Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
6711248,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX fl XXXX XXXX XXXX  Credit Bureau XXXX XXXX XXXX XXXX XXXX California XX/XX/2023 RE : Request for Investigation of Unauthorized Credit Inquiry Dear Sir or Madam, I checked my personal credit report, which I acquired from your organization on { insert date of report } and I noticed an unauthorized credit inquiry had been made. 
I contacted { Grid money }, who conducted the inquiry and asked them to remove their credit inquiry from my credit report. 
I request that you investigate the [ Grid money ] inquiry on my credit report to determine who authorized the inquiry. If you find my allegation to be true once your investigation is complete, please remove the inquiry and send me an updated copy of my credit report at the address listed above. 
If you find the inquiry referenced above to be valid, please send me a description of the procedures used in your investigation within 15 business days of completing the investigation. 
Thank you for your assistance in this matter, { XXXX XXXX } In accordance with the fair credit reporting act. The list of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681.

15 U.S.C 1681 section 604 A section 2 : it also states a consumer reporting agency can not furnish an account without my written instructions. 

A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,4
4385305,"Hello, I purchased a home in XXXX of 2020. My original loan documents, my closing disclosure had a monthly payment of $ XXXX/month. For the 1st year I made the payments of {$1200.00}, but over the course of the year my loan was transferred to multiple different companies. It is now currently with ESSEX MORTGAGE, and recently they reached out to me stating that my monthly payments would be going up to $ XXXXmonth. I reached out to my city, which is the city of XXXX, GA. They told me that they don't see any significant change in my taxes. My mortgage company is telling me that increase is due to my city 's taxes going up & my insurance payments increasing every month. I'm insured through XXXX, but they stated that my annual premium actually down. None of this information was given to me.",Mortgage,Trouble during payment process,1
2072183,"XXXX/XXXX/16 XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Experian XXXX. XXXX XXXX XXXX, XXXX XXXX XXXX Account Number Num : Balance {$1200.00} Dear Sir or Madam, I am writing in regards account XXXX on my credit report. I have filed a complain to the CFPB, that I do not believe I owe what you say I owe and, in accordance with the Fair Debt Collection Practices Act, 15 USC 1692g, Section 809 ( b ) : Validating Debts : ( b ) If the consumer notifies the debt collector in writing within the thirty-day period described in subsection ( a ) that the debt, or any portion thereof, is disputed, or that the consumer requests the name and address of the original creditor, the debt collector shall cease collection of the debt, or any disputed portion thereof, until the debt collector obtains verification of the debt or any copy of a judgment, or the name and address of the original creditor, and a copy of such verification or judgment, or name and address of the original creditor, is mailed to the consumer by the debt collector. 
I must remind you that in my previous letter I requested the following information : ( 1 ) The amount of the debt ; ( 2 ) The name of the creditor to whom the debt is owed ; ( 3 ) Provide a verification or copy of any judgment ( if applicable ) ; ( 4 ) Proof that you are licensed to collect debts in ( insert name of your state ) ( 5 ) Provide the actual Bills Statements ( 6 ) Payment Receive I also requested that if you have reported me to any credit reporting agency, that you inform them that I have placed this debt in dispute and to provide me with proof that you have done so. Furthermore, I asked that you immediately send a copy of that dispute letter to the company ( creditor ) that you say I owe money so they are also aware of my dispute with this debt. 
As of today, you have failed to respond to my requests! For your convenience, I have included a copy of my previous letter and a copy of the mail receipt showing that you received my letter on { insert date from mail receipt }. 
Since you have failed to respond I assume that you have been unable to validate the debt and therefore, I consider this matter closed. You may consider this letter your official notification that I do not intend to correspond with you on this matter again unless you comply with my requests, the FDCPA and the FCRA. 

I must remind you that any attempt to collect this debt without validating it, violates the FDCPA and that I am recording all phone calls and keeping all correspondence concerning this matter. Be advised that I will not hesitate to report violations of the law to my State Attorney General, the Federal Trade Commission and the national XXXX. 

XXXX XXXX",Credit reporting,Incorrect information on credit report,1
9878895,"So on XX/XX/XXXX I saw that I had 3 different charges that I did not make. They were all from XXXX & two were of XXXX $ & one was XXXX XXXX They were all charged in different citys as well, one was in XXXX. Another one XXXX & lastly XXXX. So I called my bank & they helped me first get a new card, report the other one & they gave me the money back, I think they said they gave it to me meanwhile they solve the case. But today XX/XX/XXXX I saw that it appeared again the 3 charges made in XXXX so I called my bank & they told me that they did not find it on my favor so they took the money back.",Checking or savings account,Managing an account,1
11573629,2014 til present. The errors were not removed causing me not to be approved for loans and my credit score increase lower than average duration spans.,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,1
1652170,"My FICO score has been dropping ever since the Federal Reserve began debating raising the bank interest rate a few months ago. Because there is no logical explanation for the drop, I believe the XXXX major credit reporting agencies are manipulating ( i.e., artificially lowering ) consumers ' scores to prepare for the rate hike. I am asking that the CFPB investigate this matter as soon as possible. 

( I understand that my complaint does not actually belong on this form. When I tried to explain that no form fits my complaint to a CFPB person, staffing the hotline, she directed me back to this form. )",Credit reporting,Incorrect information on credit report,1
12471914,My credit reports are inaccurate. These inaccuracies are causing creditors to deny me credit. You have the duty to report accurate information about consumers. Please investigate these accounts and inquires and update these accounts accordingly to avoid future litigation.,Credit reporting or other personal consumer reports,Incorrect information on your report,1
13507067,"Fay Servicing LLC XXXX XXXXXXXX XXXX took over servicing my mortgage loan in XX/XX/XXXX. Since that first month thy have been calling me several times per month that my loan payment is in arrears, they send me letters every month telling me that I have options if I can't pay my loan. I have sent them statements several times that my payments are made by XXXX XXXX  XXXX on the XXXX of the month for the entirty of my mortgage for the past 18 years. 
I decided to ask the bank for the cancelled checks to show proof of payment from XX/XX/XXXX XXXX XX/XX/XXXX and I sent this by certified mail received XX/XX/XXXX. 
Today I decided to check my credit report and Fay Servicing has reported to both Experian and TransUnion that I have been 30 days late every month since XX/XX/XXXX. 
They send me statements that I owe {$5000.00} in arrears. 
I paid over {$10000.00} in escrow payments for actual excrow payments of {$7000.00} and yet this money has not been credit to my escrow balance or me issued a refund. 
I just submitted a dispute to the credit bereaus and now I need to complain to your company. Fay Servicing has no customer support department, no proper accounting department and have been charging fees to my account that is not on my loan note.",Mortgage,Trouble during payment process,1
1735600,"I recently file a dispute with Equifax , I provided a copy of the tax document showing that XXXX issued a XXXX for the debt. Equifax only deleted the historical data and did not update the account to show XXXX balance. This is the second time that I have had this problem with Equifax and XXXX. I have attached the tax document as well as a copy of the dispute results. I do n't understand why I continue to have this problem with Equifax , I send the same information to the other credit reporting bureaus and it 's updated with no problem. I would also like to know if there is any legal action I can take against Equifax for this matter. This is the second time I have had to use CFPB to get this corrected.",Credit reporting,Incorrect information on credit report,1
1428602,My Home Loan Servicer did not properly allow for my participation in a mandated Home Loan foreclose avoidance program nor did they provide me with the information or guidance in a timely manner to prevent the impending loss of my Home.,Mortgage,"Loan modification,collection,foreclosure",1
10574874,"Upon a thorough review of my credit report, I have identified multiple errors that have adversely affected my credit score. These errors are not a true reflection of my credit history, and I believe they may have resulted from clerical mistakes, identity theft, or outdated information. I am requesting that these inaccuracies be promptly investigated and removed to ensure my credit report accurately reflects my financial responsibility. The incorrect information has caused undue harm to my credit score, which can affect my ability to secure credit and other financial opportunities. I trust that you will address this matter with the urgency it requires and make the necessary corrections.",Debt collection,Attempts to collect debt not owed,5
9317426,"Commenity/ Ulta has refused to remove from my credit report that I'm owing {$690.00} even though they have not/ and refuse to verfiy the debt or provide me proof of actual charges. They have been falsely claiming that I owe {$690.00} and made the false claim payments have been late since XX/XX/year>. So for a little over 18 months without verfiying the debt or sending me proof of the debt they have made these intentionally derogitory reports to all three credit bureaus. I do not know why they are saying this is owed. I need to know what the charges are and why, otherwise they need to stop making the false claim of money owed and stop reporting derogitory reports on my credit.",Debt collection,Written notification about debt,1
3046256,"Due to family court case I had falling a payment behind, the entire time I was in contact with them trying to work something out they refused didn't have anything to offer me they are do not care about my business that has been made obvious. I caught up on my Mortgage on my own with no help or offers to set up a payment plan it was clean they wanted to take my house from me because it's Valued around 300k and I owe XXXX so they want to take it sell it and make money off me while collecting unnecessary PMI Fraudulently collect insurance that isn't needed and doesn't exist. They have charged me 2 {$20.00} Fee 's illegally they claimed someone came to my house to check on it lol. No one has EVER come to  this property EVER! they lied to charge made up Fee 's. I have 24 video surveillance and asked for the description of the car and person because they are lying and never once came to my property. I paid all my back and late fee 's they are now charging extra just cause they can. I called the FHA and they said I only have to pay PMI if my loan is 90 % no equity which I have in writing from the FHA which said to file an FCC Complaint which I have I did. I asked Freedom if I paid for the appraisal if they would remove the PMI sense there is no GAP if my house was sold today by the bank the would get 280-300K so there is no reason at all for PMI. They false advertise that they try and find was to lower your loan FLAT OUT LIE. I Found they way and they refused they charge extra 20 fees illegally. They reversed my online payment in order to charge more fee 's. Also they stopped sending me statement so I would have trouble paying sense the online system doesn't work correctly their employee gave me the wrong XXXX XXXX to mail it in so they could collect another late Fee.",Mortgage,Trouble during payment process,5
7363449,"I have attached my complaint as a signed PDF. The Bank of America is systematically taking my money and holding the money to be applied in the future and meanwhile charging me interest on amounts already paid. The Bank of America currently has charged me extra interest in excess of {$740.00}. 

I have two other outstanding complaints thru CFPB. One I have heard only that the Bank of America needs more time, and I have no response on the other complaint. The Bank of America has failed to respond to two letters. I have opened numerous cases without satisfactory resolution of them. I have sent electronic messages and have not received proper response. The Bank of America resolution specialist has failed to address any of my requests and has falsely accused me of not discussing my concerns.",Mortgage,Trouble during payment process,1
14546336,"You have reported inaccurate and unauthorized accounts on my credit report, which is a violation of the Fair Credit Reporting Act ( 15 U.S. Code 1681i ) requiring a proper reinvestigation of disputed items, and 1681e ( b ), which mandates maximum possible accuracy. These false entries are damaging and unjust, especially since Ive never opened or authorized these accounts. If you fail to investigate and correct this, I may pursue legal action under the FCRA and FDCPA ( 15 U.S. Code 1692e ) for deceptive and misleading reporting.",Credit reporting or other personal consumer reports,Improper use of your report,4
2028669,"In accordance to the National Ocwen Settlement agreement, Ocwen is to provide borrower a copies of any assignments of mortgage or deed of trust required to demonstrate the right to foreclosure. Ocwen has once again commenced foreclosure on our home without providing us the requested copies of assignments of mortgage or deed of trust. According to the National Ocwen Settlement agreement, Ocwen shall send borrowers a statement setting forth facts supporting Servicer 's or holder 's right to foreclose and containing the information required in paragraphs XXXX ( items available upon borrower request ), XXXX ( account statement XXXX, XXXX and XXXX ( ownership statement ), and XXXX ( loss mitigation statement ) herein. Servicer shall send this statement to the borrower in XXXX or more communications no later than 14 days prior to referral to foreclosure attorney or foreclosure trustee. Ocwen has posted our home for foreclosure without providing the requested documents before posting our home for foreclosure.",Mortgage,"Loan modification,collection,foreclosure",1
1370748,An account was paid off in 2011. Collection agency that had the account ( XXXX ) has now sent all XXXX credit bureau 's XXXX letters stating that the account is paid in full but none of none of the credit bureau 's will mark it as paid. I have now opened XXXX investigations with no change from credit bureau. I need this resolved so it can quit negatively affecting my credit.,Credit reporting,Incorrect information on credit report,1
10601099,My credit reports are inaccurate. These inaccuracies are causing creditors to deny me credit. You have the duty to report accurate information about consumers. Please investigate these accounts and inquires and update these accounts accordingly to avoid future litigation.,Credit reporting or other personal consumer reports,Improper use of your report,1
10857904,"I respectfully request the elimination of these incorrect accounts from my credit report, as I never authorized their inclusion. It is crucial that you promptly remove this misleading information from my records. PLEASE BLOCK AND REMOVE",Credit reporting or other personal consumer reports,Incorrect information on your report,1
3761256,"XXXX XXXX ( shown as Credit Control ( collector for doctor office ) on bankruptcy paperwork - can match Addresses between credit report & bankruptcy rpt -  XXXX XXXX  XXXX XXXX XXXX XXXX, VA XXXX ) is reporting to XXXX  an account in collection status but account was discharged in bankruptcy XXXX XXXX, 2019. Account needs to be removed from collections.","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,1
3517347,"I have mortgage with US Bank. It is a 15 year mortgage taken out in XXXX. There have been no late payments on the loan over the term. the complaint is due to an insurance error by the bank in mortgage escrow. My homeowners insurance that is escrowed increased significantly so I found a new more competitive insurance policy. 
US Bank made the payment to the old insurer in XX/XX/XXXX. I informed US bank of the change and the payment was returned to me by the insurance company. I made a payment back to escrow to reimburse since a new insurance payment was going to be made. 
US Bank admits the returned escrow payment was made but for an unknown reason, the payment was never recorded. This caused a shortfall in the escrow amount. I disputed the recalculated escrow amount due to US bank errors from XX/XX/XXXX to current. 
My mortgage payment is an auto pay from another bank and payments have been made each month but not to the erroneous amount that US Bank claims. As a result, US Bank has continued to not apply my payment and each month holds it in "" suspense '' and charged late fees and I believe has reported as late to credit reporting bureau.. 
I have tried to work with US Bank on this and have escalated to their management to no success. 
I have continually told US Bank I will continue making my old payment amount of approx {$3600.00} each month until I receive a correct escrow statement. I finally received what I think is a correct escrow statement and made a catch up payment of approx {$250.00} in XXXX and changed my auto pay to the new escrow amount. 
It is now XX/XX/XXXX and my latest payment made on XX/XX/XXXX is still showing in suspense and is reported as late. 
I wish to complain formally about US Bank and it's practice of mischarging and misreporting to my account.",Mortgage,Trouble during payment process,1
10870867,"I am writing to you regarding a violation of my privacy and confidentiality rights, protected under the Fair Credit Reporting Act ( 15 USC 1681b ( 2 ) ). Pursuant to 18 USC 8, I have identified the following accounts that have breached these legal provisions : XXXX. Account # : XXXX XXXX. Account # : XXXX XXXX XXXX XXXX Account # : XXXX XXXX XXXX XX/XX/year> These accounts have accessed my credit information without my explicit authorization, which constitutes a violation of my privacy and confidentiality rights. Additionally, some of these accounts contain obsolete information that should be excluded from my credit report as stipulated in 15 USC 1681c ( a ) ( 5 ).

According to 15 USC 1681, Section 602 ( A ), I have the right to privacy. Furthermore, under 15 USC 1681, Section 604 ( A ), Section 2, a consumer reporting agency can not furnish an account without my written instructions. Also, 15 USC 1681c ( a ) ( 5 ) states that no consumer reporting agency may include any adverse item of information that is more than seven years old, other than records of convictions of crimes.

Finally, under 15 USC 1681s-2 ( a ) ( 1 ), no person shall furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate. Additionally, according to 15 USC 1681s-2 ( a ) ( 1 ) ( B ), a person shall not furnish information if ( i ) the person has been notified by the consumer that specific information is inaccurate, and ( ii ) the information is, in fact, inaccurate.",Credit reporting or other personal consumer reports,Improper use of your report,1
15146551,"Ive recently discovered several late payment notations on my credit report that are completely false, and I want to make it clear that I will not tolerate these inaccuracies being used to misjudge my financial character. These harmful entries are dragging down my credit score, affecting my access to opportunities, and putting unnecessary strain on my mental and emotional health. Some of these alleged late payments were in fact made on time, while others may stem from clerical mistakes or internal processing delays that were never communicated to me. The Fair Credit Reporting Act requires that every piece of data on a consumer report be factually accurate and verifiable by original documentation. That means if these late payment entries can not be backed up with real, dated billing statements or signed agreements, they should not be reported at all. I am demanding that these entries be immediately corrected or removed, depending on what the documentation proves. If the credit reporting agencies or furnishers continue to ignore this matter, I will interpret that as a willful and deliberate violation of federal lawand respond accordingly. I deserve better, and I will fight until this is made right.",Credit reporting or other personal consumer reports,Improper use of your report,2
6506129,"Loan servicer BSI Financial Services in connection with XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX  illegally foreclosed on our home. They created fraudulent documents and "" harvested '' our home. This took place XX/XX/2012",Mortgage,Trouble during payment process,5
1523291,we had a mortgage with XXXX. we had gotten behind because my husband was out of work for a year. I started a loan modification with XXXX and before it could be completed my loan was sold to BSI this XXXX. After speaking with them they advised me that I would have to reapply for a modification with them which we did. this was back in XXXX 2015. I sent BSI all the necessary paperwork just to receive XXXX letters from them claiming they could n't move forward with the modification until they received recent paystubs and bank statements. I sent new XXXX even though what they had was still current. since then 6 months has gone by without any word from them. I email them and get no reply. I recently contacted someone other than my CSR and heard from him claiming he would forward my email to my CSR. That was two weeks ago and still no word. In the meantime I was told no payments would be accepted on my mortagage until it was modified. I now owe over {$20000.00}. XXXX is my loan number with BSI.,Mortgage,"Loan modification,collection,foreclosure",1
2338489,"I 've sent multiple letters to this agency about this not being my account. After being advised by identitytheft.gov I 've completed and sent a fraud affidavit via certified mail. I can see they received it but nothing has changed. See supporting documents. even the USPS tracking. Also attempted to contact XXXX, XXXX, XXXX, etc. per the address listed on my credit report and the letter got returned. I sent it to the bureaus and they ignored it. Please help if you can thank you.",Credit reporting,Incorrect information on credit report,5
10309156,"I was the victim of a fraud attack early on the morning of XX/XX/year>. I received a text message stating that it was Chime, and stating that I had a fraud alert, it provided a link to check to see the alert, so I clicked on it, it took me to my Chime login page and I logged into my account, at which point I was redirected to a Chime page that said "" Thank you for acknowledging ''. Shortly after that I received a phone call from Chime support asking for my first name, last name, and phone number to verify me, they told me they had cleared the fraud alert and that I was good to go. I attempted to log into my account after the phone call from support and saw that my account was locked, so I reached out to Chime support and asked why my account was locked. They helped me to unlock it, at which point I logged in and saw that my entire balance had been XXXX  out which was over {$1300.00} ( rent money ). I called Chime support back and they said that they didn't see a transaction or a balance on their end so there is nothing they can do. I have since called them 3 times to attempt to get help in getting my money back so that I can pay rent and other bills and they refuse to help, stating that they see no transactions so there is nothing to dispute.",Checking or savings account,Managing an account,5
15504253,"I am requesting the removal of inaccurate and unauthorized accounts from my credit report. These items were not opened, authorized, or verified by me, and l 've attached documentation in support of this claim. These accounts and inquiries do not belong to me and were added without my permission or proper verification. 

I've submitted supporting documentation, including a consumer statement and official FTC report, to verify this matter. I am requesting these items be removed so my credit report reflects only accurate, verifiable information. Under Section 605B of the Fair Credit Reporting Act, I am exercising my right to block this information from appearing on my credit profile.",Credit reporting or other personal consumer reports,Incorrect information on your report,4
5856229,"It all Begin XX/XX/XXXX this year when my Mortgage company contacted me that Effective XX/XX/2022 my mortgage loan servicing will be transferred from XXXX XXXX XXXX XXXX XXXX to Fay Servicing , LLC. SO MY XXXX PAYMENT OF {$540.00} was the last payment to Community Loan Servicing. So I call Fay Servicing 1st to set up Auto pay because I were yet to receive my Welcome package with my direction, once received welcome package it instructed me what to do, I went on line and set up auto pay for upcoming draft XXXX XXXX. On XX/XX/XXXX I notice my auto draft of {$540.00} Pending from my checking account ALSO I saw another Pending of {$950.00} from Fay Servicing that I did NOT AUTHORIZE, I call my Bank XXXX and spoke with the Security Dept, they instructed me to call Fay Servicing I did, they told me they saw Nothing on my file of that {$950.00} Charge I went back and forth with My Bank and Fay Servicing.XXXX XXXX Fay Servicing XXXX Credit of {$95000.00} back to my account.Same thing Happen XX/XX/XXXX my account Debited {$950.00} un-authorize Transaction, Fay Servicing Reversa Credit back to my account of {$950.00} XX/XX/XXXX. On XXXX my account Debited {$950.00} and UN-AUTHORIZE TRANSACTION. I haven't been Credited YET.Its A MESS, and I'm Tired",Mortgage,Trouble during payment process,1
5465610,"This letter is a formal compliant that you are reporting and incomplete credit information. According to the Fair Credit Reporting Act section 609 ( a ) ( 1 ) ( A ), you are required by federal law to verify, through the physical verification of the original signed consumer contract, any and all accounts that you post on a credit report. Otherwise anyone paying for your reporting services could fax, mail or email in a fraudulent account. I demand to see verifiable proof ( I.e. : an original consumer contract with my signature on it ) that you have on file I demand that the following accounts be verified or removed immediately failure on your behalf to provide a copy of any alleged contract or other instrument bearing my signature may result in a small claims action against your company. Therefore, either provide the requested information or cease your collection efforts and reporting of this account on my credit reports immediately. Additionally, please provide the name, address, and telephone number of each person who personally verified this alleged account, so that I can inquire about how they verified without providing any proof, bearing my signature. As per FTC opinion letter from Attorney XXXX XXXX XXXX, you should be aware that a printout of a bill or itemized document does not constitute verification. I am again formally requesting a copy of any documents, bearing my signature, showing that I have a legally binding contractual obligation to pay you the alleged amount.",Debt collection,Written notification about debt,5
8462231,"I had a XXXX week trial of XXXX XXXXXXXX. The XXXX said if I returned them I would not be charged. After XXXX days it was apparent that they did not work. I returned them I have a receipt. The XXXX said that he would take care of it and I would be charged anything. Well after XXXX months I started getting phone calls and credit card bills. At first I didnt know who it was. Then I figured it out and called them. The credit card company, comennity, said the dr. Did not return them in time and I owe XXXX. In late fees. Ill send you the bills if you need them. So now I have a negative on my credit. No fault of mine. I need help.. thanks. Call me XXXX XXXX XXXX.",Debt collection,Attempts to collect debt not owed,1
1795200,"My legal name is XXXX XXXX XXXX My physical address is XXXX XXXX XXXX XXXX, ca XXXX I am Self Employed at XXXX XXXX and XXXX XXXX XXXX XXXX XXXX, ca XXXX i need the other names, addresses and employers removed from my credit report as they are no longer 100 % true and correct. thank you",Credit reporting,Incorrect information on credit report,1
8223514,"I have had a bank account with Chime Financial for a few XXXX  without any problem. I have been working as a XXXX XXXX direct depositing my paycheck into this account. Chime Financial has a feature called Spot-Me which is esstentially an XXXX  service the amount of which is based on what the paycheck is. XXXX XXXX do not work over XXXX nor do they get paid. I noticed issues with the Spot-me account. I called Chime customer service. I was told that the XXXX was calculated based on balances in checking account and balance on the credit builder account. At the time the blance was approximately - {$30.00} credit builder and - {$20.00} in the checking. I deposited money into the checking account. However when I went to make a purchase I was only credited for {$10.00} although I had a positive balance. The XXXX did not kick in. I called Chime to find out what was going on. Chime has call centers in the XXXX. This practice of XXXX call centers should be stopped. I had an hour of fruitless discussion with Chime customer service reps. I wasted my breath arguing with Chime. I told them I was expecting refunds of XXXX charges to the credit builder account. They did not seem to understand me. My balance in the checking was positive {$10.00} according to the app. XXXX XXXX do not get paid much. Yet a putche of {$11.00} was not going through. I attempted to explain the situation. Chime refused to help. I told Chime they did not understand what I was trying to say to them. Clearly they didn't or they didn't want to understand. They hung up the phone on what was becoming a heated discussion due in no small part because Chime was lighting a fire under it. XXXX XXXX  later I got an email saying they were closing my account. They then blocked all access to my transactions. They stopped me from logging into my app. I called them. They said they were going to review the account. This was XXXX XXXX  ago. All of my interactions with Chime had been courteous. I blame Chime for being exactly XXXX half of a bad conversation. Consequently, my direct deposit was bounced back. I didn't get paid. All of my recurring ach transactions didn't get paid. My paper paycheck was mailed from Michigan. I still haven't got paid. Chime has not responded to any requests from me at all. They misled and lied to me. They closed my account after XXXX bad phone call in which that they caused increasing fustration.Its a situation of if a shoe fits.",Checking or savings account,Managing an account,1
5872438,"Should Not Reporting On My Credit Report Under 15 U.S. Code 1681e ( b ) and 15 U.S. code 1681 ( 5 ) this acoount in violation not reporting 100 accurate it list the child support court as the furnisher thats forgery and misleading when the courts don't report this type of account should not be listed on my credit report I've never did any business with that company i did not authorize this account. List of other companies XXXX, XXXX XXXX XXXX, XXXX, XXXX XXXX","Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,1
